MODELLO,LAYER,Cosine_AA_vs_AP,Cosine_AA_vs_PI,Cosine_AP_vs_PI
deepseek-ai/deepseek-coder-6.7b-instruct,21,0.6226531267166138,0.1044449582695961,0.2372591644525528
deepseek-ai/deepseek-coder-6.7b-instruct,22,0.6301618814468384,0.0788994953036308,0.2329111844301223
deepseek-ai/deepseek-coder-6.7b-instruct,23,0.6545820832252502,0.0503308996558189,0.2012065052986145
deepseek-ai/deepseek-coder-6.7b-instruct,24,0.6585093140602112,0.0597796291112899,0.2065142542123794
deepseek-ai/deepseek-coder-6.7b-instruct,25,0.6470912098884583,0.0697420090436935,0.2158971726894378
deepseek-ai/deepseek-coder-6.7b-instruct,26,0.6479007601737976,0.0728381872177124,0.2108147144317627
deepseek-ai/deepseek-coder-6.7b-instruct,27,0.6332259178161621,0.0880188047885894,0.2159423530101776
deepseek-ai/deepseek-coder-6.7b-instruct,28,0.6268597841262817,0.0859747305512428,0.2039901167154312
deepseek-ai/deepseek-coder-6.7b-instruct,29,0.599085807800293,0.0864026993513107,0.2310260385274887
deepseek-ai/deepseek-coder-6.7b-instruct,30,0.5985230803489685,0.0851412117481231,0.2394589185714721
deepseek-ai/deepseek-coder-6.7b-instruct,31,0.5599119067192078,0.1092377752065658,0.2199754565954208
