id_snippet,modello,layer_analizzato,cosine_similarity,valore_assoluto_allineamento
1,Qwen/Qwen2.5-7B-Instruct,26,0.023773193359375,0.023773193359375
3,Qwen/Qwen2.5-7B-Instruct,26,0.0094146728515625,0.0094146728515625
4,Qwen/Qwen2.5-7B-Instruct,26,-0.09051513671875,0.09051513671875
6,Qwen/Qwen2.5-7B-Instruct,26,0.183837890625,0.183837890625
7,Qwen/Qwen2.5-7B-Instruct,26,0.0003895759582519531,0.0003895759582519531
9,Qwen/Qwen2.5-7B-Instruct,26,0.04327392578125,0.04327392578125
10,Qwen/Qwen2.5-7B-Instruct,26,-0.143310546875,0.143310546875
11,Qwen/Qwen2.5-7B-Instruct,26,0.035308837890625,0.035308837890625
12,Qwen/Qwen2.5-7B-Instruct,26,0.016693115234375,0.016693115234375
14,Qwen/Qwen2.5-7B-Instruct,26,0.02203369140625,0.02203369140625
15,Qwen/Qwen2.5-7B-Instruct,26,0.2437744140625,0.2437744140625
16,Qwen/Qwen2.5-7B-Instruct,26,0.10211181640625,0.10211181640625
17,Qwen/Qwen2.5-7B-Instruct,26,-0.09783935546875,0.09783935546875
18,Qwen/Qwen2.5-7B-Instruct,26,0.2384033203125,0.2384033203125
19,Qwen/Qwen2.5-7B-Instruct,26,-0.052490234375,0.052490234375
20,Qwen/Qwen2.5-7B-Instruct,26,0.175537109375,0.175537109375
21,Qwen/Qwen2.5-7B-Instruct,26,-0.12066650390625,0.12066650390625
25,Qwen/Qwen2.5-7B-Instruct,26,-0.299560546875,0.299560546875
26,Qwen/Qwen2.5-7B-Instruct,26,-0.039947509765625,0.039947509765625
27,Qwen/Qwen2.5-7B-Instruct,26,0.043487548828125,0.043487548828125
28,Qwen/Qwen2.5-7B-Instruct,26,-0.16455078125,0.16455078125
29,Qwen/Qwen2.5-7B-Instruct,26,0.09014892578125,0.09014892578125
30,Qwen/Qwen2.5-7B-Instruct,26,0.088623046875,0.088623046875
31,Qwen/Qwen2.5-7B-Instruct,26,-0.051849365234375,0.051849365234375
32,Qwen/Qwen2.5-7B-Instruct,26,-0.1556396484375,0.1556396484375
33,Qwen/Qwen2.5-7B-Instruct,26,-0.2178955078125,0.2178955078125
34,Qwen/Qwen2.5-7B-Instruct,26,0.143798828125,0.143798828125
35,Qwen/Qwen2.5-7B-Instruct,26,0.0892333984375,0.0892333984375
36,Qwen/Qwen2.5-7B-Instruct,26,0.08612060546875,0.08612060546875
37,Qwen/Qwen2.5-7B-Instruct,26,-0.0704345703125,0.0704345703125
38,Qwen/Qwen2.5-7B-Instruct,26,-0.224609375,0.224609375
40,Qwen/Qwen2.5-7B-Instruct,26,0.08880615234375,0.08880615234375
41,Qwen/Qwen2.5-7B-Instruct,26,0.1065673828125,0.1065673828125
42,Qwen/Qwen2.5-7B-Instruct,26,0.2841796875,0.2841796875
43,Qwen/Qwen2.5-7B-Instruct,26,-0.03839111328125,0.03839111328125
44,Qwen/Qwen2.5-7B-Instruct,26,-0.355224609375,0.355224609375
45,Qwen/Qwen2.5-7B-Instruct,26,0.09246826171875,0.09246826171875
46,Qwen/Qwen2.5-7B-Instruct,26,-0.068603515625,0.068603515625
48,Qwen/Qwen2.5-7B-Instruct,26,0.0263519287109375,0.0263519287109375
49,Qwen/Qwen2.5-7B-Instruct,26,0.1083984375,0.1083984375
50,Qwen/Qwen2.5-7B-Instruct,26,0.11767578125,0.11767578125
52,Qwen/Qwen2.5-7B-Instruct,26,0.06390380859375,0.06390380859375
53,Qwen/Qwen2.5-7B-Instruct,26,0.302734375,0.302734375
