id_snippet,modello,layer_analizzato,cosine_similarity,valore_assoluto_allineamento
1,Qwen/Qwen2.5-7B-Instruct,18,0.14501953125,0.14501953125
2,Qwen/Qwen2.5-7B-Instruct,18,0.12646484375,0.12646484375
3,Qwen/Qwen2.5-7B-Instruct,18,0.09552001953125,0.09552001953125
5,Qwen/Qwen2.5-7B-Instruct,18,0.035675048828125,0.035675048828125
10,Qwen/Qwen2.5-7B-Instruct,18,0.065673828125,0.065673828125
11,Qwen/Qwen2.5-7B-Instruct,18,0.1575927734375,0.1575927734375
15,Qwen/Qwen2.5-7B-Instruct,18,0.18701171875,0.18701171875
18,Qwen/Qwen2.5-7B-Instruct,18,0.050079345703125,0.050079345703125
19,Qwen/Qwen2.5-7B-Instruct,18,0.143798828125,0.143798828125
21,Qwen/Qwen2.5-7B-Instruct,18,0.1541748046875,0.1541748046875
23,Qwen/Qwen2.5-7B-Instruct,18,0.08392333984375,0.08392333984375
27,Qwen/Qwen2.5-7B-Instruct,18,0.135498046875,0.135498046875
28,Qwen/Qwen2.5-7B-Instruct,18,0.176025390625,0.176025390625
31,Qwen/Qwen2.5-7B-Instruct,18,0.10919189453125,0.10919189453125
32,Qwen/Qwen2.5-7B-Instruct,18,0.1185302734375,0.1185302734375
33,Qwen/Qwen2.5-7B-Instruct,18,0.08154296875,0.08154296875
35,Qwen/Qwen2.5-7B-Instruct,18,0.1544189453125,0.1544189453125
37,Qwen/Qwen2.5-7B-Instruct,18,0.181640625,0.181640625
38,Qwen/Qwen2.5-7B-Instruct,18,0.1148681640625,0.1148681640625
39,Qwen/Qwen2.5-7B-Instruct,18,0.1497802734375,0.1497802734375
43,Qwen/Qwen2.5-7B-Instruct,18,0.1668701171875,0.1668701171875
44,Qwen/Qwen2.5-7B-Instruct,18,0.09564208984375,0.09564208984375
46,Qwen/Qwen2.5-7B-Instruct,18,0.12841796875,0.12841796875
50,Qwen/Qwen2.5-7B-Instruct,18,0.1497802734375,0.1497802734375
52,Qwen/Qwen2.5-7B-Instruct,18,0.1593017578125,0.1593017578125
53,Qwen/Qwen2.5-7B-Instruct,18,0.145263671875,0.145263671875
55,Qwen/Qwen2.5-7B-Instruct,18,0.1346435546875,0.1346435546875
56,Qwen/Qwen2.5-7B-Instruct,18,0.176025390625,0.176025390625
57,Qwen/Qwen2.5-7B-Instruct,18,0.0892333984375,0.0892333984375
58,Qwen/Qwen2.5-7B-Instruct,18,0.1448974609375,0.1448974609375
59,Qwen/Qwen2.5-7B-Instruct,18,0.143310546875,0.143310546875
60,Qwen/Qwen2.5-7B-Instruct,18,0.140625,0.140625
61,Qwen/Qwen2.5-7B-Instruct,18,0.0282745361328125,0.0282745361328125
62,Qwen/Qwen2.5-7B-Instruct,18,0.1671142578125,0.1671142578125
64,Qwen/Qwen2.5-7B-Instruct,18,0.1812744140625,0.1812744140625
65,Qwen/Qwen2.5-7B-Instruct,18,0.1383056640625,0.1383056640625
66,Qwen/Qwen2.5-7B-Instruct,18,0.09820556640625,0.09820556640625
68,Qwen/Qwen2.5-7B-Instruct,18,0.18505859375,0.18505859375
69,Qwen/Qwen2.5-7B-Instruct,18,0.154541015625,0.154541015625
71,Qwen/Qwen2.5-7B-Instruct,18,0.1488037109375,0.1488037109375
74,Qwen/Qwen2.5-7B-Instruct,18,0.149658203125,0.149658203125
78,Qwen/Qwen2.5-7B-Instruct,18,0.1380615234375,0.1380615234375
79,Qwen/Qwen2.5-7B-Instruct,18,0.1441650390625,0.1441650390625
80,Qwen/Qwen2.5-7B-Instruct,18,0.12066650390625,0.12066650390625
82,Qwen/Qwen2.5-7B-Instruct,18,0.1419677734375,0.1419677734375
83,Qwen/Qwen2.5-7B-Instruct,18,0.12841796875,0.12841796875
