id_snippet,modello,layer_locus,cos_sim_stesso_layer,cos_sim_penultimo_layer
409,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1920166015625
410,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2100830078125
411,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1917724609375
412,meta-llama/Llama-3.1-8B-Instruct,15,,-0.192138671875
413,meta-llama/Llama-3.1-8B-Instruct,15,,-0.202392578125
414,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1683349609375
415,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2020263671875
416,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2041015625
417,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2161865234375
418,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2127685546875
419,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2109375
420,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2069091796875
421,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2034912109375
422,meta-llama/Llama-3.1-8B-Instruct,15,,-0.20849609375
423,meta-llama/Llama-3.1-8B-Instruct,15,,-0.212158203125
424,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2100830078125
425,meta-llama/Llama-3.1-8B-Instruct,15,,-0.18408203125
427,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2099609375
428,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1953125
429,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1842041015625
430,meta-llama/Llama-3.1-8B-Instruct,15,,-0.19580078125
431,meta-llama/Llama-3.1-8B-Instruct,15,,-0.210205078125
433,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1878662109375
434,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2001953125
435,meta-llama/Llama-3.1-8B-Instruct,15,,-0.176025390625
436,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2015380859375
437,meta-llama/Llama-3.1-8B-Instruct,15,,-0.17626953125
438,meta-llama/Llama-3.1-8B-Instruct,15,,-0.200927734375
439,meta-llama/Llama-3.1-8B-Instruct,15,,-0.214599609375
441,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2093505859375
442,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1656494140625
444,meta-llama/Llama-3.1-8B-Instruct,15,,-0.19921875
445,meta-llama/Llama-3.1-8B-Instruct,15,,-0.17822265625
446,meta-llama/Llama-3.1-8B-Instruct,15,,-0.209228515625
447,meta-llama/Llama-3.1-8B-Instruct,15,,-0.192138671875
448,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1881103515625
449,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1922607421875
450,meta-llama/Llama-3.1-8B-Instruct,15,,-0.189697265625
451,meta-llama/Llama-3.1-8B-Instruct,15,,-0.224853515625
452,meta-llama/Llama-3.1-8B-Instruct,15,,-0.16943359375
453,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2080078125
454,meta-llama/Llama-3.1-8B-Instruct,15,,-0.19921875
455,meta-llama/Llama-3.1-8B-Instruct,15,,-0.171630859375
456,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1861572265625
457,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1871337890625
459,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1669921875
460,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1895751953125
461,meta-llama/Llama-3.1-8B-Instruct,15,,-0.201171875
462,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2021484375
464,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2176513671875
465,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1768798828125
466,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1734619140625
467,meta-llama/Llama-3.1-8B-Instruct,15,,-0.18310546875
469,meta-llama/Llama-3.1-8B-Instruct,15,,-0.172119140625
470,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1739501953125
471,meta-llama/Llama-3.1-8B-Instruct,15,,-0.185546875
472,meta-llama/Llama-3.1-8B-Instruct,15,,-0.185302734375
473,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1944580078125
474,meta-llama/Llama-3.1-8B-Instruct,15,,-0.176025390625
475,meta-llama/Llama-3.1-8B-Instruct,15,,-0.228515625
476,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2083740234375
477,meta-llama/Llama-3.1-8B-Instruct,15,,-0.180908203125
479,meta-llama/Llama-3.1-8B-Instruct,15,,-0.18798828125
480,meta-llama/Llama-3.1-8B-Instruct,15,,-0.163818359375
481,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1951904296875
482,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2044677734375
484,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1688232421875
485,meta-llama/Llama-3.1-8B-Instruct,15,,-0.177978515625
486,meta-llama/Llama-3.1-8B-Instruct,15,,-0.207275390625
487,meta-llama/Llama-3.1-8B-Instruct,15,,-0.214599609375
488,meta-llama/Llama-3.1-8B-Instruct,15,,-0.205810546875
489,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1982421875
490,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1829833984375
491,meta-llama/Llama-3.1-8B-Instruct,15,,-0.201416015625
492,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2021484375
493,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1942138671875
495,meta-llama/Llama-3.1-8B-Instruct,15,,-0.173583984375
496,meta-llama/Llama-3.1-8B-Instruct,15,,-0.2218017578125
497,meta-llama/Llama-3.1-8B-Instruct,15,,-0.1854248046875
498,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1812744140625
499,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1824951171875
500,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1929931640625
501,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1907958984375
502,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1865234375
503,codellama/CodeLlama-7b-Instruct-hf,13,,-0.16650390625
504,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1834716796875
505,codellama/CodeLlama-7b-Instruct-hf,13,,-0.193603515625
506,codellama/CodeLlama-7b-Instruct-hf,13,,-0.19091796875
508,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1868896484375
509,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1864013671875
510,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1859130859375
511,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18212890625
512,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18896484375
513,codellama/CodeLlama-7b-Instruct-hf,13,,-0.183349609375
514,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1685791015625
515,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1842041015625
516,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1812744140625
518,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1849365234375
519,codellama/CodeLlama-7b-Instruct-hf,13,,-0.17431640625
520,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1890869140625
521,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1588134765625
522,codellama/CodeLlama-7b-Instruct-hf,13,,-0.187744140625
523,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1866455078125
524,codellama/CodeLlama-7b-Instruct-hf,13,,-0.186279296875
525,codellama/CodeLlama-7b-Instruct-hf,13,,-0.189697265625
526,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1754150390625
527,codellama/CodeLlama-7b-Instruct-hf,13,,-0.177978515625
528,codellama/CodeLlama-7b-Instruct-hf,13,,-0.185546875
529,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1844482421875
530,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1856689453125
531,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1844482421875
532,codellama/CodeLlama-7b-Instruct-hf,13,,-0.186767578125
533,codellama/CodeLlama-7b-Instruct-hf,13,,-0.187744140625
534,codellama/CodeLlama-7b-Instruct-hf,13,,-0.184814453125
535,codellama/CodeLlama-7b-Instruct-hf,13,,-0.178955078125
536,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1861572265625
537,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1856689453125
538,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1871337890625
539,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1878662109375
540,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18212890625
541,codellama/CodeLlama-7b-Instruct-hf,13,,-0.17822265625
542,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182861328125
544,codellama/CodeLlama-7b-Instruct-hf,13,,-0.192138671875
545,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18408203125
546,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1829833984375
547,codellama/CodeLlama-7b-Instruct-hf,13,,-0.188232421875
548,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1820068359375
549,codellama/CodeLlama-7b-Instruct-hf,13,,-0.178466796875
550,codellama/CodeLlama-7b-Instruct-hf,13,,-0.184814453125
551,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182373046875
552,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1827392578125
553,codellama/CodeLlama-7b-Instruct-hf,13,,-0.17626953125
554,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1956787109375
555,codellama/CodeLlama-7b-Instruct-hf,13,,-0.19091796875
556,codellama/CodeLlama-7b-Instruct-hf,13,,-0.175537109375
557,codellama/CodeLlama-7b-Instruct-hf,13,,-0.193603515625
558,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1927490234375
559,codellama/CodeLlama-7b-Instruct-hf,13,,-0.185791015625
560,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18310546875
561,codellama/CodeLlama-7b-Instruct-hf,13,,-0.19677734375
562,codellama/CodeLlama-7b-Instruct-hf,13,,-0.192626953125
563,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182861328125
564,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18408203125
565,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1871337890625
566,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1796875
567,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1749267578125
568,codellama/CodeLlama-7b-Instruct-hf,13,,-0.181640625
569,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1893310546875
570,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1829833984375
571,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1912841796875
572,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1937255859375
573,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1839599609375
574,codellama/CodeLlama-7b-Instruct-hf,13,,-0.2001953125
575,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1810302734375
576,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18408203125
577,codellama/CodeLlama-7b-Instruct-hf,13,,-0.19482421875
578,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1824951171875
579,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1807861328125
580,codellama/CodeLlama-7b-Instruct-hf,13,,-0.185546875
581,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1737060546875
582,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1805419921875
583,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1875
584,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1815185546875
585,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1900634765625
586,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1868896484375
587,codellama/CodeLlama-7b-Instruct-hf,13,,-0.183349609375
588,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1849365234375
589,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1844482421875
590,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1849365234375
591,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1763916015625
592,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1749267578125
593,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1839599609375
594,codellama/CodeLlama-7b-Instruct-hf,13,,-0.176025390625
595,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1865234375
596,codellama/CodeLlama-7b-Instruct-hf,13,,-0.186767578125
597,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1767578125
598,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1834716796875
599,codellama/CodeLlama-7b-Instruct-hf,13,,-0.19189453125
600,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1827392578125
601,codellama/CodeLlama-7b-Instruct-hf,13,,-0.184326171875
602,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1856689453125
603,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1781005859375
604,codellama/CodeLlama-7b-Instruct-hf,13,,-0.180908203125
605,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18310546875
606,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1883544921875
607,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1710205078125
608,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1817626953125
609,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1751708984375
610,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1871337890625
611,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1806640625
612,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1884765625
613,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1783447265625
614,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18896484375
615,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182861328125
616,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1854248046875
617,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1845703125
618,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1832275390625
619,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1826171875
620,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1822509765625
621,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1827392578125
623,codellama/CodeLlama-7b-Instruct-hf,13,,-0.190673828125
624,codellama/CodeLlama-7b-Instruct-hf,13,,-0.190185546875
625,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182861328125
626,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18505859375
627,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1800537109375
628,codellama/CodeLlama-7b-Instruct-hf,13,,-0.180908203125
629,codellama/CodeLlama-7b-Instruct-hf,13,,-0.189697265625
631,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1802978515625
632,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1915283203125
633,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1851806640625
634,codellama/CodeLlama-7b-Instruct-hf,13,,-0.183837890625
635,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1907958984375
636,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1839599609375
637,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1888427734375
638,codellama/CodeLlama-7b-Instruct-hf,13,,-0.177978515625
639,codellama/CodeLlama-7b-Instruct-hf,13,,-0.187255859375
640,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1866455078125
641,codellama/CodeLlama-7b-Instruct-hf,13,,-0.183837890625
642,codellama/CodeLlama-7b-Instruct-hf,13,,-0.19140625
643,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1776123046875
644,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18212890625
645,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1861572265625
646,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18701171875
647,codellama/CodeLlama-7b-Instruct-hf,13,,-0.184814453125
648,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1826171875
649,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1802978515625
650,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182861328125
651,codellama/CodeLlama-7b-Instruct-hf,13,,-0.185546875
652,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1845703125
653,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182861328125
654,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1873779296875
655,codellama/CodeLlama-7b-Instruct-hf,13,,-0.183349609375
656,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1746826171875
657,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1820068359375
658,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1771240234375
659,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1868896484375
660,codellama/CodeLlama-7b-Instruct-hf,13,,-0.191650390625
661,codellama/CodeLlama-7b-Instruct-hf,13,,-0.184326171875
662,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1846923828125
663,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1727294921875
664,codellama/CodeLlama-7b-Instruct-hf,13,,-0.187255859375
665,codellama/CodeLlama-7b-Instruct-hf,13,,-0.180908203125
666,codellama/CodeLlama-7b-Instruct-hf,13,,-0.193603515625
667,codellama/CodeLlama-7b-Instruct-hf,13,,-0.181396484375
668,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1903076171875
669,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1820068359375
670,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1868896484375
671,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1815185546875
672,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1826171875
673,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1815185546875
674,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1907958984375
675,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1796875
676,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1812744140625
677,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1810302734375
678,codellama/CodeLlama-7b-Instruct-hf,13,,-0.17529296875
679,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1851806640625
680,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1915283203125
681,codellama/CodeLlama-7b-Instruct-hf,13,,-0.18408203125
682,codellama/CodeLlama-7b-Instruct-hf,13,,-0.177978515625
683,codellama/CodeLlama-7b-Instruct-hf,13,,-0.180419921875
684,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1884765625
685,codellama/CodeLlama-7b-Instruct-hf,13,,-0.185302734375
686,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1861572265625
687,codellama/CodeLlama-7b-Instruct-hf,13,,-0.190185546875
688,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1796875
689,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1827392578125
690,codellama/CodeLlama-7b-Instruct-hf,13,,-0.189453125
691,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1851806640625
692,codellama/CodeLlama-7b-Instruct-hf,13,,-0.182373046875
693,codellama/CodeLlama-7b-Instruct-hf,13,,-0.17333984375
694,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1829833984375
695,codellama/CodeLlama-7b-Instruct-hf,13,,-0.1815185546875
696,codellama/CodeLlama-7b-Instruct-hf,13,,-0.195068359375
697,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.361328125
699,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.355712890625
700,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.363037109375
701,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.371337890625
707,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.36767578125
715,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.363037109375
727,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.34912109375
729,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.361328125
738,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.359130859375
739,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.36376953125
742,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.374755859375
751,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.362548828125
760,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.353759765625
761,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.347412109375
768,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.368408203125
780,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.349609375
787,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.3671875
788,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.364501953125
799,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.35986328125
800,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.360595703125
802,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.370361328125
805,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.35986328125
811,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.369873046875
819,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.364501953125
827,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.3623046875
831,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.3466796875
834,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.36962890625
835,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.3525390625
847,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.368896484375
857,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.351806640625
860,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.350341796875
862,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.37939453125
866,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.365478515625
871,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.363525390625
886,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.33740234375
890,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.364990234375
897,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.361572265625
899,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.3466796875
900,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.37060546875
901,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.356689453125
908,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.363525390625
913,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.357666015625
921,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.360107421875
927,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.358642578125
932,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.360107421875
933,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.3740234375
936,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.354736328125
937,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.37548828125
940,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.344970703125
948,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,,-0.381591796875
960,deepseek-ai/deepseek-coder-6.7b-instruct,16,,-0.358154296875
961,deepseek-ai/deepseek-coder-6.7b-instruct,16,,-0.357421875
962,deepseek-ai/deepseek-coder-6.7b-instruct,16,,-0.356689453125
963,deepseek-ai/deepseek-coder-6.7b-instruct,16,,-0.331787109375
964,deepseek-ai/deepseek-coder-6.7b-instruct,16,,-0.350341796875
966,deepseek-ai/deepseek-coder-6.7b-instruct,16,,-0.355712890625
