id_snippet,modello,layer_analizzato,cosine_similarity_AA_vs_PJ,valore_assoluto
270,meta-llama/Llama-3.1-8B-Instruct,18,0.482421875,0.482421875
271,meta-llama/Llama-3.1-8B-Instruct,18,0.1761474609375,0.1761474609375
272,meta-llama/Llama-3.1-8B-Instruct,18,0.250732421875,0.250732421875
273,meta-llama/Llama-3.1-8B-Instruct,18,0.11456298828125,0.11456298828125
274,meta-llama/Llama-3.1-8B-Instruct,18,0.2032470703125,0.2032470703125
275,meta-llama/Llama-3.1-8B-Instruct,18,0.20751953125,0.20751953125
276,meta-llama/Llama-3.1-8B-Instruct,18,0.1407470703125,0.1407470703125
277,meta-llama/Llama-3.1-8B-Instruct,18,0.449462890625,0.449462890625
278,meta-llama/Llama-3.1-8B-Instruct,18,0.1275634765625,0.1275634765625
279,meta-llama/Llama-3.1-8B-Instruct,18,0.391845703125,0.391845703125
280,meta-llama/Llama-3.1-8B-Instruct,18,0.1024169921875,0.1024169921875
281,meta-llama/Llama-3.1-8B-Instruct,18,0.4208984375,0.4208984375
282,meta-llama/Llama-3.1-8B-Instruct,18,0.28515625,0.28515625
283,meta-llama/Llama-3.1-8B-Instruct,18,0.31005859375,0.31005859375
284,meta-llama/Llama-3.1-8B-Instruct,18,0.312255859375,0.312255859375
285,meta-llama/Llama-3.1-8B-Instruct,18,0.191650390625,0.191650390625
286,meta-llama/Llama-3.1-8B-Instruct,18,0.358154296875,0.358154296875
287,meta-llama/Llama-3.1-8B-Instruct,18,0.1866455078125,0.1866455078125
288,meta-llama/Llama-3.1-8B-Instruct,18,0.365478515625,0.365478515625
289,meta-llama/Llama-3.1-8B-Instruct,18,0.2354736328125,0.2354736328125
290,meta-llama/Llama-3.1-8B-Instruct,18,0.30810546875,0.30810546875
291,meta-llama/Llama-3.1-8B-Instruct,18,0.31689453125,0.31689453125
292,meta-llama/Llama-3.1-8B-Instruct,18,0.267578125,0.267578125
293,meta-llama/Llama-3.1-8B-Instruct,18,0.1771240234375,0.1771240234375
294,meta-llama/Llama-3.1-8B-Instruct,18,0.27685546875,0.27685546875
295,meta-llama/Llama-3.1-8B-Instruct,18,0.274658203125,0.274658203125
296,meta-llama/Llama-3.1-8B-Instruct,18,0.51513671875,0.51513671875
297,meta-llama/Llama-3.1-8B-Instruct,18,0.07867431640625,0.07867431640625
