modello,layer,moltiplicatore,asr_percentuale,errori_percentuale
Qwen/Qwen2.5-3B-Instruct,34,5,7.142857142857142,0.0
Qwen/Qwen2.5-Coder-3B-Instruct,34,5,3.584229390681003,0.0
meta-llama/Llama-3.2-3B-Instruct,27,5,12.5,18.75
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,26,5,45.21739130434783,5.217391304347826
