modello,layer_analizzato,media_cosine_similarity,media_valore_assoluto
codellama/CodeLlama-7b-Instruct-hf,12,0.35322677257449125,0.35322677257449125
codellama/CodeLlama-7b-Instruct-hf,13,0.3542877906976744,0.3542877906976744
codellama/CodeLlama-7b-Instruct-hf,14,0.2709849157998728,0.2709849157998728
codellama/CodeLlama-7b-Instruct-hf,15,0.27702588813249457,0.27712276370026345
codellama/CodeLlama-7b-Instruct-hf,16,0.2990021816519804,0.29932971333348474
codellama/CodeLlama-7b-Instruct-hf,17,0.3060577747433685,0.30670857983966204
codellama/CodeLlama-7b-Instruct-hf,18,0.32229862656704217,0.3227379377498183
codellama/CodeLlama-7b-Instruct-hf,19,0.31652690089026164,0.3168122047601744
codellama/CodeLlama-7b-Instruct-hf,20,0.3327838099280069,0.33303380566974017
codellama/CodeLlama-7b-Instruct-hf,21,0.3400316460188045,0.34032475671102835
codellama/CodeLlama-7b-Instruct-hf,22,0.3406175569046375,0.3406543731689453
codellama/CodeLlama-7b-Instruct-hf,23,0.340128876442133,0.3403173047442769
codellama/CodeLlama-7b-Instruct-hf,24,0.3455802368563275,0.34558896962986435
codellama/CodeLlama-7b-Instruct-hf,25,0.34205512113349384,0.34205512113349384
codellama/CodeLlama-7b-Instruct-hf,26,0.3236913237460824,0.3237142562866211
codellama/CodeLlama-7b-Instruct-hf,27,0.322010173354038,0.3222942352294922
codellama/CodeLlama-7b-Instruct-hf,28,0.33602404039959577,0.3360734540362691
codellama/CodeLlama-7b-Instruct-hf,29,0.3445065520530523,0.3445065520530523
codellama/CodeLlama-7b-Instruct-hf,30,0.33339420584745183,0.33339420584745183
codellama/CodeLlama-7b-Instruct-hf,31,0.32186556971350383,0.322002277817837
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,0,,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,1,-0.12181025913783482,0.1513352530343192
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2,-0.03746011938367571,0.08576900959014892
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,3,-0.08079914365495955,0.09866369792393276
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,4,-0.15376764025006975,0.15643711090087892
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,5,-0.1038172858101981,0.11064325060163226
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,6,-0.07446198293140956,0.09565273863928658
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7,-0.03538272721426827,0.07162882259913854
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,8,-0.04287494250706264,0.08357197216578892
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,9,-0.012164633614676339,0.07241826738630022
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,10,-0.030253259199006215,0.07309064992836543
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,11,-0.05807170271873474,0.09096589173589434
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,12,-0.03326388767787388,0.08750365121023995
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,13,-0.03360775538853237,0.08356339590890068
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,14,0.027705958911350796,0.07842551299503871
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,15,0.05330837794712612,0.08468317304338728
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,16,0.01892612065587725,0.07078306078910827
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,17,0.03549750532422747,0.07694957937513079
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,18,0.04858289446149554,0.07975169590541295
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,0.021947751726422993,0.0720374516078404
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,20,0.0514826910836356,0.08225056784493583
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,21,0.07786313210214887,0.09577369434492929
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,22,0.08471651758466447,0.10021100044250489
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,23,0.07098850352423532,0.08715876000268119
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,24,0.09664121355329242,0.11556260245186942
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,25,0.08266424451555525,0.10432477678571428
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,26,0.0753584589276995,0.10093603134155274
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,27,0.052181972776140485,0.07608204569135393
deepseek-ai/deepseek-coder-6.7b-instruct,0,,
deepseek-ai/deepseek-coder-6.7b-instruct,1,0.07979329427083333,0.07979329427083333
deepseek-ai/deepseek-coder-6.7b-instruct,2,-0.014897664388020834,0.09643046061197917
deepseek-ai/deepseek-coder-6.7b-instruct,3,0.009195963541666666,0.138916015625
deepseek-ai/deepseek-coder-6.7b-instruct,4,0.030131022135416668,0.15374755859375
deepseek-ai/deepseek-coder-6.7b-instruct,5,0.0205078125,0.14884440104166666
deepseek-ai/deepseek-coder-6.7b-instruct,6,0.040181477864583336,0.12790934244791666
deepseek-ai/deepseek-coder-6.7b-instruct,7,0.047393798828125,0.08655802408854167
deepseek-ai/deepseek-coder-6.7b-instruct,8,0.06485875447591145,0.06563440958658855
deepseek-ai/deepseek-coder-6.7b-instruct,9,0.07353719075520833,0.07353719075520833
deepseek-ai/deepseek-coder-6.7b-instruct,10,0.11330159505208333,0.11330159505208333
deepseek-ai/deepseek-coder-6.7b-instruct,11,0.10904947916666667,0.10904947916666667
deepseek-ai/deepseek-coder-6.7b-instruct,12,0.120361328125,0.120361328125
deepseek-ai/deepseek-coder-6.7b-instruct,13,0.08088175455729167,0.08088175455729167
deepseek-ai/deepseek-coder-6.7b-instruct,14,0.10687764485677083,0.10687764485677083
deepseek-ai/deepseek-coder-6.7b-instruct,15,0.10831197102864583,0.10831197102864583
deepseek-ai/deepseek-coder-6.7b-instruct,16,0.061597188313802086,0.07376352945963542
deepseek-ai/deepseek-coder-6.7b-instruct,17,0.053647359212239586,0.08097076416015625
deepseek-ai/deepseek-coder-6.7b-instruct,18,0.06603495279947917,0.0854949951171875
deepseek-ai/deepseek-coder-6.7b-instruct,19,0.06574503580729167,0.09003702799479167
deepseek-ai/deepseek-coder-6.7b-instruct,20,0.054463704427083336,0.08345540364583333
deepseek-ai/deepseek-coder-6.7b-instruct,21,0.08397420247395833,0.09477742513020833
deepseek-ai/deepseek-coder-6.7b-instruct,22,0.09906768798828125,0.09906768798828125
deepseek-ai/deepseek-coder-6.7b-instruct,23,0.115081787109375,0.115081787109375
deepseek-ai/deepseek-coder-6.7b-instruct,24,0.11850484212239583,0.11850484212239583
deepseek-ai/deepseek-coder-6.7b-instruct,25,0.12164306640625,0.12164306640625
deepseek-ai/deepseek-coder-6.7b-instruct,26,0.1318359375,0.1318359375
deepseek-ai/deepseek-coder-6.7b-instruct,27,0.13840738932291666,0.13840738932291666
deepseek-ai/deepseek-coder-6.7b-instruct,28,0.12181599934895833,0.12181599934895833
deepseek-ai/deepseek-coder-6.7b-instruct,29,0.11701456705729167,0.11701456705729167
deepseek-ai/deepseek-coder-6.7b-instruct,30,0.09611892700195312,0.09611892700195312
deepseek-ai/deepseek-coder-6.7b-instruct,31,0.10664876302083333,0.11405436197916667
