modello,layer_analizzato,media_cosine_similarity,media_valore_assoluto
deepseek-ai/deepseek-coder-6.7b-instruct,17,-0.132568359375,0.132568359375
deepseek-ai/deepseek-coder-6.7b-instruct,18,-0.146240234375,0.146240234375
deepseek-ai/deepseek-coder-6.7b-instruct,19,-0.1658935546875,0.1658935546875
deepseek-ai/deepseek-coder-6.7b-instruct,20,-0.17724609375,0.17724609375
deepseek-ai/deepseek-coder-6.7b-instruct,21,-0.1995849609375,0.1995849609375
deepseek-ai/deepseek-coder-6.7b-instruct,22,-0.1912841796875,0.1912841796875
deepseek-ai/deepseek-coder-6.7b-instruct,23,-0.1875,0.1875
deepseek-ai/deepseek-coder-6.7b-instruct,24,-0.172607421875,0.172607421875
deepseek-ai/deepseek-coder-6.7b-instruct,25,-0.1644287109375,0.1644287109375
deepseek-ai/deepseek-coder-6.7b-instruct,26,-0.1317138671875,0.1317138671875
deepseek-ai/deepseek-coder-6.7b-instruct,27,-0.11962890625,0.11962890625
deepseek-ai/deepseek-coder-6.7b-instruct,28,-0.11602783203125,0.11602783203125
deepseek-ai/deepseek-coder-6.7b-instruct,29,-0.091552734375,0.091552734375
deepseek-ai/deepseek-coder-6.7b-instruct,30,-0.06011962890625,0.06011962890625
deepseek-ai/deepseek-coder-6.7b-instruct,31,-0.03668212890625,0.03668212890625
