modello,layer,moltiplicatore,asr_percentuale,errori_percentuale
Qwen/Qwen2.5-7B-Instruct,18,20,97.87234042553192,2.127659574468085
Qwen/Qwen2.5-Coder-7B-Instruct,18,30,98.76543209876543,0.0
meta-llama/Llama-3.1-8B-Instruct,15,3,71.18055555555556,0.3472222222222222
codellama/CodeLlama-7b-Instruct-hf,13,15,42.2680412371134,11.855670103092782
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,18.0,6.0
deepseek-ai/deepseek-coder-6.7b-instruct,16,8,83.33333333333334,0.0
